# contigs (>= 0 bp)	336
# contigs (>= 1000 bp)	314
Total length (>= 0 bp)	3661386
Total length (>= 1000 bp)	3645613
# contigs	335
Largest contig	70601
Total length	3660889
GC (%)	27.26
# N's per 100 kbp	0.00
