# contigs (>= 0 bp)	29
# contigs (>= 1000 bp)	21
Total length (>= 0 bp)	3832522
Total length (>= 1000 bp)	3827595
# contigs	29
Largest contig	903881
Total length	3832522
GC (%)	27.17
# N's per 100 kbp	0.00
