# contigs (>= 0 bp)	82
# contigs (>= 1000 bp)	63
Total length (>= 0 bp)	3823638
Total length (>= 1000 bp)	3811884
# contigs	79
Largest contig	341750
Total length	3822151
GC (%)	27.17
# N's per 100 kbp	0.00
