# contigs (>= 0 bp)	1
# contigs (>= 1000 bp)	1
Total length (>= 0 bp)	3926947
Total length (>= 1000 bp)	3926947
# contigs	1
Largest contig	3926947
Total length	3926947
GC (%)	28.23
# N's per 100 kbp	0.00
