# contigs (>= 0 bp)	31
# contigs (>= 1000 bp)	31
Total length (>= 0 bp)	3799119
Total length (>= 1000 bp)	3799119
# contigs	31
Largest contig	708885
Total length	3799119
GC (%)	27.22
# N's per 100 kbp	0.00
