# contigs (>= 0 bp)	31
# contigs (>= 1000 bp)	23
Total length (>= 0 bp)	3937716
Total length (>= 1000 bp)	3932573
# contigs	31
Largest contig	990251
Total length	3937716
GC (%)	28.00
# N's per 100 kbp	0.00
