# contigs (>= 0 bp)	164
# contigs (>= 1000 bp)	153
Total length (>= 0 bp)	3680117
Total length (>= 1000 bp)	3672888
# contigs	163
Largest contig	107576
Total length	3679626
GC (%)	27.18
# N's per 100 kbp	0.00
