# contigs (>= 0 bp)	102
# contigs (>= 1000 bp)	99
Total length (>= 0 bp)	3732299
Total length (>= 1000 bp)	3730662
# contigs	101
Largest contig	200496
Total length	3731808
GC (%)	27.12
# N's per 100 kbp	0.00
