# contigs (>= 0 bp)	42
# contigs (>= 1000 bp)	42
Total length (>= 0 bp)	3888702
Total length (>= 1000 bp)	3888702
# contigs	42
Largest contig	537395
Total length	3888702
GC (%)	28.01
# N's per 100 kbp	2.16
