# contigs (>= 0 bp)	267
# contigs (>= 1000 bp)	256
Total length (>= 0 bp)	3778745
Total length (>= 1000 bp)	3769910
# contigs	267
Largest contig	86651
Total length	3778745
GC (%)	27.15
# N's per 100 kbp	0.00
