# contigs (>= 0 bp)	58
# contigs (>= 1000 bp)	54
Total length (>= 0 bp)	3819964
Total length (>= 1000 bp)	3817079
# contigs	58
Largest contig	662134
Total length	3819964
GC (%)	27.12
# N's per 100 kbp	0.00
