# contigs (>= 0 bp)	118
# contigs (>= 1000 bp)	71
Total length (>= 0 bp)	4042826
Total length (>= 1000 bp)	4013916
# contigs	115
Largest contig	485963
Total length	4041348
GC (%)	28.06
# N's per 100 kbp	0.00
