# contigs (>= 0 bp)	65
# contigs (>= 1000 bp)	58
Total length (>= 0 bp)	3832163
Total length (>= 1000 bp)	3827606
# contigs	65
Largest contig	471173
Total length	3832163
GC (%)	27.17
# N's per 100 kbp	0.00
