# contigs (>= 0 bp)	106
# contigs (>= 1000 bp)	88
Total length (>= 0 bp)	4009507
Total length (>= 1000 bp)	3999468
# contigs	103
Largest contig	263647
Total length	4008025
GC (%)	27.18
# N's per 100 kbp	0.00
