# contigs (>= 0 bp)	134
# contigs (>= 1000 bp)	101
Total length (>= 0 bp)	3249296
Total length (>= 1000 bp)	3227508
# contigs	132
Largest contig	171060
Total length	3248301
GC (%)	28.04
# N's per 100 kbp	0.00
