# contigs (>= 0 bp)	92
# contigs (>= 1000 bp)	63
Total length (>= 0 bp)	3712246
Total length (>= 1000 bp)	3694349
# contigs	89
Largest contig	238595
Total length	3710765
GC (%)	27.19
# N's per 100 kbp	0.00
