# contigs (>= 0 bp)	53
# contigs (>= 1000 bp)	20
Total length (>= 0 bp)	4140712
Total length (>= 1000 bp)	4121843
# contigs	46
Largest contig	1573665
Total length	4137253
GC (%)	27.96
# N's per 100 kbp	0.00
