# contigs (>= 0 bp)	66
# contigs (>= 1000 bp)	60
Total length (>= 0 bp)	3930433
Total length (>= 1000 bp)	3926722
# contigs	66
Largest contig	698123
Total length	3930433
GC (%)	27.16
# N's per 100 kbp	0.00
