# contigs (>= 0 bp)	284
# contigs (>= 1000 bp)	271
Total length (>= 0 bp)	3767092
Total length (>= 1000 bp)	3758532
# contigs	284
Largest contig	83227
Total length	3767092
GC (%)	27.10
# N's per 100 kbp	0.00
