# contigs (>= 0 bp)	86
# contigs (>= 1000 bp)	22
Total length (>= 0 bp)	3913205
Total length (>= 1000 bp)	3873453
# contigs	82
Largest contig	1497446
Total length	3911218
GC (%)	28.25
# N's per 100 kbp	0.00
