# contigs (>= 0 bp)	51
# contigs (>= 1000 bp)	49
Total length (>= 0 bp)	3684750
Total length (>= 1000 bp)	3683505
# contigs	51
Largest contig	315973
Total length	3684750
GC (%)	27.11
# N's per 100 kbp	0.00
