# contigs (>= 0 bp)	48
# contigs (>= 1000 bp)	29
Total length (>= 0 bp)	3971156
Total length (>= 1000 bp)	3957127
# contigs	48
Largest contig	721015
Total length	3971156
GC (%)	28.07
# N's per 100 kbp	0.00
