# contigs (>= 0 bp)	127
# contigs (>= 1000 bp)	91
Total length (>= 0 bp)	3173394
Total length (>= 1000 bp)	3148469
# contigs	126
Largest contig	212544
Total length	3172896
GC (%)	28.08
# N's per 100 kbp	0.00
