# contigs (>= 0 bp)	15
# contigs (>= 1000 bp)	14
Total length (>= 0 bp)	3763605
Total length (>= 1000 bp)	3763093
# contigs	15
Largest contig	1711176
Total length	3763605
GC (%)	27.41
# N's per 100 kbp	0.00
