# contigs (>= 0 bp)	84
# contigs (>= 1000 bp)	81
Total length (>= 0 bp)	3942121
Total length (>= 1000 bp)	3939812
# contigs	84
Largest contig	276850
Total length	3942121
GC (%)	27.03
# N's per 100 kbp	0.00
