# contigs (>= 0 bp)	201
# contigs (>= 1000 bp)	189
Total length (>= 0 bp)	3655569
Total length (>= 1000 bp)	3647022
# contigs	201
Largest contig	144051
Total length	3655569
GC (%)	27.20
# N's per 100 kbp	0.00
