# contigs (>= 0 bp)	216
# contigs (>= 1000 bp)	162
Total length (>= 0 bp)	3195371
Total length (>= 1000 bp)	3160581
# contigs	212
Largest contig	194615
Total length	3193396
GC (%)	27.95
# N's per 100 kbp	0.00
