# contigs (>= 0 bp)	157
# contigs (>= 1000 bp)	150
Total length (>= 0 bp)	3679947
Total length (>= 1000 bp)	3675147
# contigs	157
Largest contig	159033
Total length	3679947
GC (%)	27.17
# N's per 100 kbp	0.00
