# contigs (>= 0 bp)	34
# contigs (>= 1000 bp)	31
Total length (>= 0 bp)	4265635
Total length (>= 1000 bp)	4263623
# contigs	34
Largest contig	950233
Total length	4265635
GC (%)	27.69
# N's per 100 kbp	0.07
