# contigs (>= 0 bp)	37
# contigs (>= 1000 bp)	37
Total length (>= 0 bp)	3870919
Total length (>= 1000 bp)	3870919
# contigs	37
Largest contig	542112
Total length	3870919
GC (%)	27.99
# N's per 100 kbp	0.26
