# contigs (>= 0 bp)	47
# contigs (>= 1000 bp)	35
Total length (>= 0 bp)	3876638
Total length (>= 1000 bp)	3867616
# contigs	47
Largest contig	570968
Total length	3876638
GC (%)	27.18
# N's per 100 kbp	0.00
