# contigs (>= 0 bp)	57
# contigs (>= 1000 bp)	57
Total length (>= 0 bp)	4132133
Total length (>= 1000 bp)	4132133
# contigs	57
Largest contig	550724
Total length	4132133
GC (%)	28.03
# N's per 100 kbp	0.00
