# contigs (>= 0 bp)	32
# contigs (>= 1000 bp)	30
Total length (>= 0 bp)	3991909
Total length (>= 1000 bp)	3990457
# contigs	32
Largest contig	751230
Total length	3991909
GC (%)	27.98
# N's per 100 kbp	0.20
