# contigs (>= 0 bp)	59
# contigs (>= 1000 bp)	55
Total length (>= 0 bp)	3961561
Total length (>= 1000 bp)	3958311
# contigs	59
Largest contig	410062
Total length	3961561
GC (%)	27.91
# N's per 100 kbp	3.10
