# contigs (>= 0 bp)	140
# contigs (>= 1000 bp)	132
Total length (>= 0 bp)	3692858
Total length (>= 1000 bp)	3687739
# contigs	140
Largest contig	164694
Total length	3692858
GC (%)	27.13
# N's per 100 kbp	0.00
