# contigs (>= 0 bp)	55
# contigs (>= 1000 bp)	51
Total length (>= 0 bp)	3976935
Total length (>= 1000 bp)	3974776
# contigs	54
Largest contig	393212
Total length	3976441
GC (%)	27.01
# N's per 100 kbp	51.55
