# contigs (>= 0 bp)	2158
# contigs (>= 1000 bp)	1052
Total length (>= 0 bp)	4156430
Total length (>= 1000 bp)	3446114
# contigs	2126
Largest contig	48387
Total length	4140521
GC (%)	31.77
# N's per 100 kbp	0.05
