# contigs (>= 0 bp)	123
# contigs (>= 1000 bp)	122
Total length (>= 0 bp)	3921361
Total length (>= 1000 bp)	3920847
# contigs	123
Largest contig	216651
Total length	3921361
GC (%)	27.06
# N's per 100 kbp	0.00
