# contigs (>= 0 bp)	1308
# contigs (>= 1000 bp)	885
Total length (>= 0 bp)	3669294
Total length (>= 1000 bp)	3382445
# contigs	1287
Largest contig	33141
Total length	3658913
GC (%)	28.60
# N's per 100 kbp	0.11
