# contigs (>= 0 bp)	53
# contigs (>= 1000 bp)	44
Total length (>= 0 bp)	3865507
Total length (>= 1000 bp)	3859574
# contigs	53
Largest contig	308271
Total length	3865507
GC (%)	27.12
# N's per 100 kbp	0.00
