# contigs (>= 0 bp)	113
# contigs (>= 1000 bp)	92
Total length (>= 0 bp)	3047619
Total length (>= 1000 bp)	3033466
# contigs	113
Largest contig	163090
Total length	3047619
GC (%)	27.91
# N's per 100 kbp	0.00
