# contigs (>= 0 bp)	93
# contigs (>= 1000 bp)	65
Total length (>= 0 bp)	3723662
Total length (>= 1000 bp)	3705137
# contigs	93
Largest contig	209127
Total length	3723662
GC (%)	27.22
# N's per 100 kbp	0.00
