# contigs (>= 0 bp)	75
# contigs (>= 1000 bp)	65
Total length (>= 0 bp)	3854422
Total length (>= 1000 bp)	3848467
# contigs	75
Largest contig	346785
Total length	3854422
GC (%)	27.09
# N's per 100 kbp	0.00
