# contigs (>= 0 bp)	2592
# contigs (>= 1000 bp)	650
Total length (>= 0 bp)	6180587
Total length (>= 1000 bp)	4879659
# contigs	2503
Largest contig	855690
Total length	6136531
GC (%)	37.64
# N's per 100 kbp	0.10
