# contigs (>= 0 bp)	107
# contigs (>= 1000 bp)	65
Total length (>= 0 bp)	3734921
Total length (>= 1000 bp)	3708305
# contigs	102
Largest contig	238595
Total length	3732442
GC (%)	27.29
# N's per 100 kbp	0.00
