# contigs (>= 0 bp)	99
# contigs (>= 1000 bp)	92
Total length (>= 0 bp)	3797107
Total length (>= 1000 bp)	3792370
# contigs	98
Largest contig	160935
Total length	3796612
GC (%)	27.12
# N's per 100 kbp	0.00
