# contigs (>= 0 bp)	185
# contigs (>= 1000 bp)	116
Total length (>= 0 bp)	3180661
Total length (>= 1000 bp)	3132833
# contigs	183
Largest contig	212389
Total length	3179666
GC (%)	28.10
# N's per 100 kbp	0.00
