# contigs (>= 0 bp)	31
# contigs (>= 1000 bp)	26
Total length (>= 0 bp)	3742535
Total length (>= 1000 bp)	3739481
# contigs	30
Largest contig	687383
Total length	3742039
GC (%)	27.08
# N's per 100 kbp	0.00
