# contigs (>= 0 bp)	72
# contigs (>= 1000 bp)	66
Total length (>= 0 bp)	3767017
Total length (>= 1000 bp)	3763359
# contigs	72
Largest contig	272009
Total length	3767017
GC (%)	27.06
# N's per 100 kbp	0.00
