# contigs (>= 0 bp)	68
# contigs (>= 1000 bp)	67
Total length (>= 0 bp)	3796025
Total length (>= 1000 bp)	3795492
# contigs	68
Largest contig	341698
Total length	3796025
GC (%)	27.07
# N's per 100 kbp	0.05
