# contigs (>= 0 bp)	14
# contigs (>= 1000 bp)	11
Total length (>= 0 bp)	3881696
Total length (>= 1000 bp)	3879799
# contigs	14
Largest contig	2163679
Total length	3881696
GC (%)	27.42
# N's per 100 kbp	0.00
