# contigs (>= 0 bp)	216
# contigs (>= 1000 bp)	202
Total length (>= 0 bp)	3677066
Total length (>= 1000 bp)	3667738
# contigs	215
Largest contig	116499
Total length	3676570
GC (%)	27.18
# N's per 100 kbp	0.00
