# contigs (>= 0 bp)	265
# contigs (>= 1000 bp)	250
Total length (>= 0 bp)	3853758
Total length (>= 1000 bp)	3842303
# contigs	265
Largest contig	86785
Total length	3853758
GC (%)	27.21
# N's per 100 kbp	0.03
