# contigs (>= 0 bp)	148
# contigs (>= 1000 bp)	101
Total length (>= 0 bp)	3151362
Total length (>= 1000 bp)	3119790
# contigs	148
Largest contig	257603
Total length	3151362
GC (%)	28.18
# N's per 100 kbp	0.00
