# contigs (>= 0 bp)	112
# contigs (>= 1000 bp)	90
Total length (>= 0 bp)	3948866
Total length (>= 1000 bp)	3935566
# contigs	111
Largest contig	235744
Total length	3948368
GC (%)	27.97
# N's per 100 kbp	0.13
