# contigs (>= 0 bp)	51
# contigs (>= 1000 bp)	51
Total length (>= 0 bp)	3951285
Total length (>= 1000 bp)	3951285
# contigs	51
Largest contig	326339
Total length	3951285
GC (%)	27.13
# N's per 100 kbp	0.00
