# contigs (>= 0 bp)	35
# contigs (>= 1000 bp)	24
Total length (>= 0 bp)	3981114
Total length (>= 1000 bp)	3973424
# contigs	35
Largest contig	1338794
Total length	3981114
GC (%)	28.03
# N's per 100 kbp	0.00
