# contigs (>= 0 bp)	28
# contigs (>= 1000 bp)	28
Total length (>= 0 bp)	3852967
Total length (>= 1000 bp)	3852967
# contigs	28
Largest contig	803624
Total length	3852967
GC (%)	27.92
# N's per 100 kbp	0.18
