# contigs (>= 0 bp)	149
# contigs (>= 1000 bp)	140
Total length (>= 0 bp)	3680159
Total length (>= 1000 bp)	3674585
# contigs	148
Largest contig	110761
Total length	3679668
GC (%)	27.12
# N's per 100 kbp	0.00
