# contigs (>= 0 bp)	209
# contigs (>= 1000 bp)	200
Total length (>= 0 bp)	3970911
Total length (>= 1000 bp)	3963615
# contigs	209
Largest contig	207998
Total length	3970911
GC (%)	27.24
# N's per 100 kbp	0.05
