# contigs (>= 0 bp)	53
# contigs (>= 1000 bp)	45
Total length (>= 0 bp)	3664475
Total length (>= 1000 bp)	3658554
# contigs	53
Largest contig	581059
Total length	3664475
GC (%)	27.10
# N's per 100 kbp	0.19
