# contigs (>= 0 bp)	36
# contigs (>= 1000 bp)	34
Total length (>= 0 bp)	3902148
Total length (>= 1000 bp)	3900825
# contigs	36
Largest contig	931057
Total length	3902148
GC (%)	28.01
# N's per 100 kbp	0.03
