# contigs (>= 0 bp)	43
# contigs (>= 1000 bp)	41
Total length (>= 0 bp)	3990715
Total length (>= 1000 bp)	3988905
# contigs	43
Largest contig	431645
Total length	3990715
GC (%)	27.98
# N's per 100 kbp	0.08
