# contigs (>= 0 bp)	55
# contigs (>= 1000 bp)	44
Total length (>= 0 bp)	3753323
Total length (>= 1000 bp)	3745311
# contigs	54
Largest contig	692423
Total length	3752826
GC (%)	27.14
# N's per 100 kbp	0.00
